state,bill_number,title,description,url,session,session_year,sponsors,subjects,last_action
IL,HB3904,$ISP,"Makes appropriations for the ordinary and contingent expenses of the Illinois State Police for the fiscal year beginning July 1, 2025, as follows: General Funds $452,520,100; Other State Funds $467,350,000; Federal Funds $40,000,000; Total $959,870,100.",https://legiscan.com/IL/bill/HB3904/2025,104th General Assembly,2025-2026,Robyn Gabel,,Filed with the Clerk by Rep. Robyn Gabel
IL,SB2548,$ISP,"Makes appropriations for the ordinary and contingent expenses of the Illinois State Police for the fiscal year beginning July 1, 2025, as follows: General Funds $452,520,100; Other State Funds $467,350,000; Federal Funds $40,000,000; Total $959,870,100.",https://legiscan.com/IL/bill/SB2548/2025,104th General Assembly,2025-2026,Elgie Sims,,"Filed with Secretary by Sen. Elgie R. Sims, Jr."
IL,HB1628,SEIZURE & FORFEITURE REPORT,"Amends the Seizure and Forfeiture Reporting Act. Provides that each law enforcement agency that seizes, forfeits, or receives property subject to reporting under the Act shall report certain information about each seizure and forfeiture of property to the Illinois State Police no later than 60 days after December 31 of the year in which the property is seized or forfeited. Adds certain required information, including the accused person's race, sex, age, and zip code, as well as a citation to the statutory authorities under which the property was seized and the accused person was arrested, to the information to be submitted in a report. Adds certain required information from court records about each forfeiture of property to the information to be reported to the Illinois State Police. Provides that if an agency did not seize, forfeit, receive, or spend forfeiture funds, it shall file a null report with the Illinois State Police. Provides that the annual report shall include an aggregate summary of all seizures and forfeitures carried out and their respective proceeds, as well as other information, including categories of expenditures, such as investigation and litigation expenses, software, hardware, appliances, canines, surveillance technology, IMSI catchers, operating expenses, and administrative expenses. Provides that the Illinois State Police shall post annually on its website aggregate data for each law enforcement agency with certain information. Provides that the Illinois State Police shall, 120 days after the end of each calendar year, submit to the General Assembly, Attorney General, and Governor, as well as post on its website, a written report that summarizes certain activity in the State for the preceding year regarding property seized and related expenditures at the State and local levels, with categorized accounting and other requirements. Provides that the Illinois State Police may include certain recommendations in its report. Provides that the Illinois State Police shall, on or before January 1, 2026 (rather than 2019), establish and implement the requirements of this Act. Makes other changes.",https://legiscan.com/IL/bill/HB1628/2025,104th General Assembly,2025-2026,Will Guzzardi,,Filed with the Clerk by Rep. Will Guzzardi
IL,SB1485,SEIZURE & FORFEITURE REPORT,"Amends the Seizure and Forfeiture Reporting Act. Provides that each law enforcement agency that seizes, forfeits, or receives property subject to reporting under the Act shall report certain information about each seizure and forfeiture of property to the Illinois State Police no later than 60 days after December 31 of the year in which the property is seized or forfeited. Adds certain required information, including the accused person's race, sex, age, and zip code, as well as a citation to the statutory authorities under which the property was seized and the accused person was arrested, to the information to be submitted in a report. Adds certain required information from court records about each forfeiture of property to the information to be reported to the Illinois State Police. Provides that if an agency did not seize, forfeit, receive, or spend forfeiture funds, it shall file a null report with the Illinois State Police. Provides that the annual report shall include an aggregate summary of all seizures and forfeitures carried out and their respective proceeds, as well as other information, including categories of expenditures, such as investigation and litigation expenses, software, hardware, appliances, canines, surveillance technology, IMSI catchers, operating expenses, and administrative expenses. Provides that the Illinois State Police shall post annually on its website aggregate data for each law enforcement agency with certain information. Provides that the Illinois State Police shall, 120 days after the end of each calendar year, submit to the General Assembly, Attorney General, and Governor, as well as post on its website, a written report that summarizes certain activity in the State for the preceding year regarding property seized and related expenditures at the State and local levels, with categorized accounting and other requirements. Provides that the Illinois State Police may include certain recommendations in its report. Provides that the Illinois State Police shall, on or before January 1, 2026 (rather than 2019), establish and implement the requirements of this Act. Makes other changes.",https://legiscan.com/IL/bill/SB1485/2025,104th General Assembly,2025-2026,Omar Aquino,,Filed with Secretary by Sen. Omar Aquino
IL,SB1781,DEATHS DOMESTIC VIOL VICTIM,"Amends the Illinois State Police Law of the Civil Administrative Code of Illinois and the Illinois Police Training Act. Provides that State police officers and local police officers shall receive training in homicide investigations in which the victims were suspected of being subject to domestic abuse. Amends the Counties Code. Provides that every coroner, whenever, as soon as he or she knows or is informed that the dead body of any person is found, or lying within his or her county, whose death is suspected of being a death, if the circumstances surrounding the death is known or suspected as due to suicide and affords a reasonable basis to suspect that the death was caused by or related to the domestic violence of another, in consultation with a board-certified forensic pathologist certified by the American Board of Pathology, shall go to the place where the dead body is and take charge of the same and shall make a preliminary investigation into the circumstances of the death. Amends the Code of Criminal Procedure of 1963. Adds the Investigation of Homicides of Decedents with Identifiable History of Being Victimized by Domestic Violence Article to the Code. Provides that prior to making any findings as to the manner and cause of death of a deceased individual with an identifiable history of being victimized by domestic violence, and with the presence of 3 or more specified factors, law enforcement investigators shall interview family members, such as parents, siblings, or other close friends or relatives of the decedent with relevant information regarding that history of domestic violence. Lists those factors that law enforcement investigators must consider in those investigations. Provides that sworn law enforcement personnel investigating a death if it has been determined that the decedent has an identifiable history of being victimized by domestic violence shall be current in their training related to domestic violence incidents, including training required pursuant to the Illinois State Police Law of the Civil Administrative Code of Illinois or the Illinois Police Training Act. Defines terms. Amends the Autopsy Act to make conforming changes.",https://legiscan.com/IL/bill/SB1781/2025,104th General Assembly,2025-2026,"Craig Wilcox, Adriane Johnson, Mary Edly-Allen, Mike Porfirio, Rachel Ventura, Javier Cervantes, Jil Tracy, Donald DeWitte, Li Arellano, Andrew Chesney",,Filed with Secretary by Sen. Craig Wilcox
IL,HB2492,NEWBORN SAFETY DEVICE,"Amends the Abandoned Newborn Infant Protection Act. Provides that as soon as practicable, the Department of Children and Family Services, in consultation with the county board of each county, shall identify hospital emergency departments, fire stations, emergency medical facilities, and police stations to install, maintain, and provide outreach regarding newborn safety devices. Provides that each county having a population less than 500,000 shall identify one hospital emergency department, fire station, emergency medical facility, or police station to install a newborn safety device; and each county having a population greater than 500,000 shall identify a total of 4 hospital emergency departments, fire stations, emergency medical facilities, or police stations, or any combination of those facilities, to install a newborn safety device. Requires the Department to award grants to the designated facilities of each county to pay for the installation of a newborn safety device and any other costs associated with maintaining proper operation of the device. Provides that a designated facility's acceptance of the grant award and any agreement to install and maintain a newborn safety device shall be strictly voluntary. Provides that a hospital emergency department, fire station, emergency medical facility, or police station that operates a newborn safety device is immune from civil liability for an act or omission relating to the operation of the newborn safety device unless the act or omission constitutes gross negligence or willful or wanton misconduct. Makes conforming changes throughout the Act.",https://legiscan.com/IL/bill/HB2492/2025,104th General Assembly,2025-2026,Anne Stava-Murray,,Filed with the Clerk by Rep. Anne Stava-Murray
IL,SB1216,FOID-REVOCATION-SUSPENSION,"Amends the Firearm Owners Identification Card Act. Provides that notwithstanding any other provision of the Act to the contrary, on or after the effective date of the amendatory Act, the Illinois State Police may not revoke a Firearm Owner's Identification Card. Provides that on or after the effective date of the amendatory Act, a Firearm Owner's Identification Card may only be revoked after a Firearm Owner's Identification Card hearing has been held in the circuit court of the county of residence of the person whose Firearm Owner's Identification Card is sought to be revoked. Provides that if the State's Attorney of the county of residence of the person whose Firearm Owner's Identification Card is sought to be revoked has probable cause to believe that the person who has been issued a Firearm Owner's Identification Card is no longer eligible for the Card under the Act, the State's Attorney shall file a petition in the circuit court of the county of residence of the person whose Card is sought to be revoked. Provides that at the hearing, the person may present evidence in his or her favor seeking retention of his or her Firearm Owner's Identification Card and the Illinois State Police and State's Attorney may present evidence for revocation. Provides that the hearing shall be a civil proceeding and subject to due process, the Code of Civil Procedure, and the Illinois Rules of Evidence as adopted by the Supreme Court. Provides that the hearing shall be held within 45 days after the filing of the petition. Provides that if the circuit court determines, by clear and convincing evidence, that the person is ineligible for retention of his or her Firearm Owner's Identification Card under the Act, the court shall order the Illinois State Police to immediately revoke the Card and the circuit clerk shall seize the Card and transmit the Card to the Illinois State Police. Establishes procedures for the Illinois State Police to suspend a Firearm Owner's Identification Card.",https://legiscan.com/IL/bill/SB1216/2025,104th General Assembly,2025-2026,Terri Bryant,,Filed with Secretary by Sen. Terri Bryant
IL,SB1219,FOID-REVOCATION-SUSPENSION,"Amends the Firearm Owners Identification Card Act. Provides that notwithstanding any other provision of the Act to the contrary, on or after the effective date of the amendatory Act, the Illinois State Police may not revoke a Firearm Owner's Identification Card. Provides that on or after the effective date of the amendatory Act, a Firearm Owner's Identification Card may only be revoked after a Firearm Owner's Identification Card hearing has been held in the circuit court of the county of residence of the person whose Firearm Owner's Identification Card is sought to be revoked. Provides that if the State's Attorney of the county of residence of the person whose Firearm Owner's Identification Card is sought to be revoked has probable cause to believe that the person who has been issued a Firearm Owner's Identification Card is no longer eligible for the Card under the Act, the State's Attorney shall file a petition in the circuit court of the county of residence of the person whose Card is sought to be revoked. Provides that at the hearing, the person may present evidence in his or her favor seeking retention of his or her Firearm Owner's Identification Card and the Illinois State Police and State's Attorney may present evidence for revocation. Provides that the hearing shall be a civil proceeding and subject to due process, the Code of Civil Procedure, and the Illinois Rules of Evidence as adopted by the Supreme Court. Provides that the hearing shall be held within 45 days after the filing of the petition. Provides that if the circuit court determines, by clear and convincing evidence, that the person is ineligible for retention of his or her Firearm Owner's Identification Card under the Act, the court shall order the Illinois State Police to immediately revoke the Card and the circuit clerk shall seize the Card and transmit the Card to the Illinois State Police. Establishes procedures for the Illinois State Police to suspend a Firearm Owner's Identification Card Act.",https://legiscan.com/IL/bill/SB1219/2025,104th General Assembly,2025-2026,Terri Bryant,,Filed with Secretary by Sen. Terri Bryant
IL,HB1233,FOID-REVOCATION&SUSPENSION,"Amends the Firearm Owners Identification Card Act. Provides that notwithstanding any other provision of the Act to the contrary, on or after the effective date of the amendatory Act, the Illinois State Police may not revoke a Firearm Owner's Identification Card. Provides that on or after the effective date of the amendatory Act, a Firearm Owner's Identification Card may only be revoked after a Firearm Owner's Identification Card hearing has been held in the circuit court of the county of residence of the person whose Firearm Owner's Identification Card is sought to be revoked. Provides that, if the State's Attorney of the county of residence of the person whose Firearm Owner's Identification Card is sought to be revoked has probable cause to believe that the person who has been issued a Firearm Owner's Identification Card is no longer eligible for the Card under the Act, the State's Attorney shall file a petition in the circuit court of the county of residence of the person whose Card is sought to be revoked. Provides that at the hearing, the person may present evidence in his or her favor seeking retention of his or her Firearm Owner's Identification Card and the Illinois State Police and State's Attorney may present evidence for revocation. Provides that the hearing shall be a civil proceeding and subject to due process, the Code of Civil Procedure, and the Illinois Rules of Evidence as adopted by the Supreme Court. Provides that the hearing shall be held within 45 days after the filing of the petition. Provides that if the circuit court determines, by clear and convincing evidence, that the person is ineligible for retention of his or her Firearm Owner's Identification Card under the Act, the court shall order the Illinois State Police to immediately revoke the Card and the circuit clerk shall seize the Card and transmit the Card to the Illinois State Police. Establishes procedures for the Illinois State Police to suspend a Firearm Owner's Identification Card Act.",https://legiscan.com/IL/bill/HB1233/2025,104th General Assembly,2025-2026,David Friess,,Filed with the Clerk by Rep. David Friess
IL,SB1461,PEN CD-POLICE-VARIOUS,"Amends the Illinois Pension Code. In provisions authorizing certain persons to transfer service credit from IMRF to a downstate police pension fund, makes technical and combining changes to conform the changes made by Public Act 102-857 and Public Act 102-1061. Removes a restrictive date on the transfer of that service credit. Authorizes investigators for the Secretary of State and conservation police officers to transfer that service credit. Authorizes State's Attorneys to transfer service credit under the IMRF Article to the State Employee Article. In the State Employee Article, provides that a State policeman or conservation police officer may elect to convert service credit earned under the Article or, for certain types of service, elect to establish eligible creditable service under the alternative retirement annuity provisions by filing a written election with the Board of Trustees and paying to the System a specified amount. Provides that a participant under the alternative retirement annuity provisions may establish eligible creditable service for up to 7 years of service as a State's Attorney. Provides that any benefit increase that results from the amendatory Act is excluded from the definition of ""new benefit increase"". Amends the State Mandates Act to require implementation without reimbursement. Effective immediately.",https://legiscan.com/IL/bill/SB1461/2025,104th General Assembly,2025-2026,Robert Martwick,,Filed with Secretary by Sen. Robert F. Martwick
IL,SB1462,PEN CD-POLICE-VARIOUS,"Amends the Illinois Pension Code. In provisions authorizing certain persons to transfer service credit from IMRF to a downstate police pension fund, makes technical and combining changes to conform the changes made by Public Act 102-857 and Public Act 102-1061. Removes a restrictive date on the transfer of that service credit. Authorizes investigators for the Secretary of State and conservation police officers to transfer that service credit. Authorizes State's Attorneys to transfer service credit under the IMRF Article to the State Employee Article. In the State Employee Article, provides that a State policeman or conservation police officer may elect to convert service credit earned under the Article or, for certain types of service, elect to establish eligible creditable service under the alternative retirement annuity provisions by filing a written election with the Board of Trustees and paying to the System a specified amount. Provides that a participant under the alternative retirement annuity provisions may establish eligible creditable service for up to 7 years of service as a State's Attorney. Provides that any benefit increase that results from the amendatory Act is excluded from the definition of ""new benefit increase"". Amends the State Mandates Act to require implementation without reimbursement. Effective immediately.",https://legiscan.com/IL/bill/SB1462/2025,104th General Assembly,2025-2026,Robert Martwick,,Filed with Secretary by Sen. Robert F. Martwick
IL,HB1033,CITIZEN LAW ENFORCEMENT ACT,Amends the Counties Code. Restores certain provisions of the Counties Code and the Illinois Municipal Code concerning citizenship of employees of a sheriff's department and police officer applicants to the form in which they existed before their amendment by Public Act 103-357. Effective immediately.,https://legiscan.com/IL/bill/HB1033/2025,104th General Assembly,2025-2026,John Cabello,,Prefiled with Clerk by Rep. John M. Cabello
IL,SB1842,MUNI-PART-TIME POLICE OFFICERS,"Amends the Illinois Municipal Code. Provides that part-time police officers shall not be assigned to supervise or direct full-time police officers of a police department, except in municipalities having a population of less than 3,000 (rather than part-time police officers shall not be assigned under any circumstances to supervise or direct full-time police officers of a police department). Effective immediately.",https://legiscan.com/IL/bill/SB1842/2025,104th General Assembly,2025-2026,Chapin Rose,,Filed with Secretary by Sen. Chapin Rose
IL,SB2197,CRIM REGISTRATION ACTS-NO FEES,"Amends the Arsonist Registry Act, the Sex Offender Registration Act, and the Murderer and Violent Offender Against Youth Registration Act. Provides that the Illinois State Police, or any other law enforcement or registering agency, shall not impose a fee for registration on any person subject to those Acts.",https://legiscan.com/IL/bill/SB2197/2025,104th General Assembly,2025-2026,"Adriane Johnson, Lakesia Collins, Robert Peters, Javier Cervantes",,Filed with Secretary by Sen. Adriane Johnson
IL,HB3469,CRIM REGISTRATION ACTS-NO FEES,"Amends the Arsonist Registry Act, the Sex Offender Registration Act, and the Murderer and Violent Offender Against Youth Registration Act. Provides that the Illinois State Police, or any other law enforcement or registering agency, shall not impose a fee for registration on any person subject to those Acts. Effective immediately.",https://legiscan.com/IL/bill/HB3469/2025,104th General Assembly,2025-2026,Will Guzzardi,,Filed with the Clerk by Rep. Will Guzzardi
IL,SB1701,PUBLIC LABOR-POLICE SUPERVISOR,"Amends the Illinois Public Labor Relations Act. Provides that, with respect to a police officer, other than employed by the Illinois State Police, a supervisor is any officer in a permanent rank for which the police officer is appointed. Provides that, with respect to a the State Police, a supervisor includes any rank of Lieutenant Colonel or above. Excludes from the definition of supervisor (1) a police officer appointed duties but in which the permanent rank does not change, (2) a police officer excluded from the definition of ""supervisor"" by a collective bargaining agreement, (3) a police officer who is in a rank for which the police officer must test in order to be employed in that rank, (4) a police officer who is in a position or rank that has been voluntary recognized as covered by a collective bargaining agreement by the employer, or (5) a police officer who is in a position or rank that has been historically covered by a collective bargaining agreement.",https://legiscan.com/IL/bill/SB1701/2025,104th General Assembly,2025-2026,William Cunningham,,Filed with Secretary by Sen. Bill Cunningham
IL,SB1209,FOID&CONCEALED CARRY-AMMO,"Amends the Firearm Owners Identification Card Act. Eliminates language providing that no person may acquire or possess firearm ammunition within the State without having in his or her possession a Firearm Owner's Identification Card previously issued in his or her name by the Illinois State Police under the provisions of the Act. Eliminates language providing that no person may knowingly transfer, or cause to be transferred, any firearm ammunition to any person within the State unless the transferee with whom the person deals displays either: (1) a currently valid Firearm Owner's Identification Card which has previously been issued in his or her name by the Illinois State Police under the provisions of the Act; or (2) a currently valid license to carry a concealed firearm which has previously been issued in his or her name by the Illinois State Police under the Firearm Concealed Carry Act. Makes conforming changes. Effective immediately.",https://legiscan.com/IL/bill/SB1209/2025,104th General Assembly,2025-2026,"Neil Anderson, Dave Syverson, Li Arellano",,Filed with Secretary by Sen. Neil Anderson
IL,HB2445,FOID-CLEAR & PRESENT DANGER,"Amends the Firearm Owner's Identification Card Act. In provisions regarding notification to the Illinois State Police, allows a physician, clinical psychologist, qualified examiner, law enforcement official, or school administrator who notifies the Department of Human Services or the Illinois State Police of a person who is determined to pose a clear and present danger to himself, herself, or to others to rescind and cancel the notification within 5 days, putting the person back in the position as if the notification had not occurred. Requires the Illinois State Police to adopt rules to implement the provisions added by this amendatory Act.",https://legiscan.com/IL/bill/HB2445/2025,104th General Assembly,2025-2026,Amy Elik,,Filed with the Clerk by Rep. Amy Elik
IL,HB1477,CRIM PRO-PHONE CALLS-CONTACT,"Amends the Code of Criminal Procedure of 1963. In a provision which specifies that a person who is in police custody shall have the right, upon being taken into police custody, to communicate free of charge with an attorney of his or her choice and members of his or her family, deletes a provision that required that right to be provided as soon as possible upon being taken into custody. Provides that, if a person who is in police custody is transferred to a new place of detention, that person has a right to make one telephone call (rather than 3 telephone calls) within 3 hours of arrival. Specifies that this right is not renewable. Provides that the person in police custody is prohibited from contacting the alleged victim or victims of the offense for which the person is charged. Provides that statements that are made by a person who is detained in police custody in violation of the right to communicate provisions of the Code may be used to evaluate whether those statements were voluntarily given and are reliable, based on the totality of the circumstances. Authorizes a custodial arrest of a person accused of an offense that is not a felony or Class A misdemeanor if necessary to verify the accused's identity.",https://legiscan.com/IL/bill/HB1477/2025,104th General Assembly,2025-2026,Patrick Windhorst,,Filed with the Clerk by Rep. Patrick Windhorst
IL,SB1460,FIREARM OWNERS ID-FEES,"Amends the Firearm Owners Identification Card Act concerning the Firearm Transfer Inquiry Program. Provides that the Illinois State Police may charge a fee not to exceed $10 and any processing fee. Provides that the processing fees shall be limited to charges by the State Treasurer for using the electronic online payment system. Provides that $4 from each fee collected under this provision shall be deposited into the State Police Firearm Enforcement Fund. Currently, the Illinois State Police may utilize existing technology which allows the caller to be charged a fee not to exceed $2.",https://legiscan.com/IL/bill/SB1460/2025,104th General Assembly,2025-2026,Robert Martwick,,Filed with Secretary by Sen. Robert F. Martwick
IL,HB0033,FIREARM OWNERS ID-FEES,"Amends the Firearm Owners Identification Card Act concerning the Firearm Transfer Inquiry Program. Provides that the Illinois State Police may charge a fee not to exceed $10 and any processing fee. Provides that the processing fees shall be limited to charges by the State Treasurer for using the electronic online payment system. Provides that $4 from each fee collected under this provision shall be deposited into the State Police Revocation Enforcement Fund. Currently, the Illinois State Police may use existing technology which allows the caller to be charged a fee not to exceed $2.",https://legiscan.com/IL/bill/HB0033/2025,104th General Assembly,2025-2026,"Bob Morgan, Yolanda Morris, Michael Crawford, Laura Faver Dias",,Prefiled with Clerk by Rep. Bob Morgan
IL,HB0018,FOID-DENIAL & REVOC-STALKING,Amends the Firearm Owners Identification Card Act. Provides that the Illinois State Police has authority to deny an application for or to revoke and seize a Firearm Owner's Identification Card previously issued under the Act if the Illinois State Police finds that the applicant or the person to whom the card was issued is or was at the time of issuance a person who has been convicted of misdemeanor stalking in another jurisdiction or a similar misdemeanor offense in another jurisdiction.,https://legiscan.com/IL/bill/HB0018/2025,104th General Assembly,2025-2026,Daniel Didech,,Prefiled with Clerk by Rep. Daniel Didech
IL,HB3492,SEX OFFENDER REG-PROCEDURES,"Amends the Sex Offender Registration Act. Provides that the Illinois State Police shall send (rather than mail) a quarterly nonforwardable verification letter or an electronic verification letter to each registered person who has been adjudicated to be sexually dangerous or is a sexually violent person and is later released, or found to be no longer sexually dangerous or no longer a sexually violent person and discharged, beginning 90 days from the date of his or her last registration. Provides that to any other person registered under the Act, the Illinois State Police shall send (rather than mail) an annual nonforwardable verification letter or an electronic verification letter, beginning one year from the date of his or her last registration. Provides that a person required to register under the Act who is sent (rather than mailed) a verification letter or an electronic verification letter shall complete, sign, and return the enclosed verification form to the Illinois State Police postmarked or time and date stamped within 10 days after the mailing date or time and date stamp of the letter. Provides that the person who is to receive the verification letter shall notify the Illinois State Police as to which method of notification the registered person receives. Provides that registration shall consist of a statement in writing signed by the person giving the information that is required by the Illinois State Police, which shall (rather than may) include the fingerprints and shall include a current photograph of the person, which shall be updated annually. Provides that moneys in the Offender Registration Fund shall be allocated pursuant to the Act and the Murderer and Violent Offender Against Youth Registration Act, respectively. Effective January 1, 2026.",https://legiscan.com/IL/bill/HB3492/2025,104th General Assembly,2025-2026,Kelly Cassidy,,Filed with the Clerk by Rep. Kelly M. Cassidy
IL,SB2020,LINE-OF-DUTY DISABILITY,"Amends the Illinois Pension Code. In the Downstate Police Article, provides that, beginning July 1, 2025, any line-of-duty disability pension shall be at least $40,000 per year (instead of $400 per month), without regard to whether the disability or death of the police officer occurred before July 1, 2025. In provisions concerning an annual increase in the line-of-duty disability pension, removes requirements that an applicant must file an affidavit stating that the applicant has not earned any income from gainful employment during the most recently concluded tax year; have service credit in the Fund for at least 7 years of active duty; and have been receiving a line-of-duty disability pension for a period which, when added to the officer's total service credit in the Fund, equals at least 20 years. In the Downstate Firefighter Article, provides that the minimum line-of-duty disability pension shall be at least $40,000 per year. Amends the State Mandates Act to require implementation without reimbursement. Effective immediately.",https://legiscan.com/IL/bill/SB2020/2025,104th General Assembly,2025-2026,Paul Faraci,,Filed with Secretary by Sen. Paul Faraci
IL,HB0019,FOID&CRIM CD-FLAMETHROWER,"Amends the Firearm Owners Identification Card Act. Requires a person to have a currently valid Firearm Owner's Identification Card issued in his or her own name by the Illinois State Police in order to acquire or possess a flamethrower. Exempts certain military, law enforcement, and other specified persons. Defines flamethrower. Amends the Criminal Code of 2012. Provides that it is a Class 4 felony to deliver a flamethrower to a person, incidental to a sale, without withholding delivery of the flamethrower for at least 72 hours after application for its purchase has been made.",https://legiscan.com/IL/bill/HB0019/2025,104th General Assembly,2025-2026,Daniel Didech,,Prefiled with Clerk by Rep. Daniel Didech
IL,HB1137,FIREARMS-NON RESIDENT MILITARY,"Amends the Firearm Concealed Carry Act. Provides that, notwithstanding whether the laws of the state or territory where the non-resident resides related to firearm ownership, possession, and carrying are substantially similar to the requirements to obtain a license under the Act, the Illinois State Police shall, no later than 120 days after the effective date of the amendatory Act, allow for a non-resident license application if the applicant is an active duty member of the Armed Forces of the United States who is stationed in the State and lives in the State. Provides that a non-resident active duty member of the Armed Forces of the United States who is stationed in the State and lives in the State shall apply to the Illinois State Police and must meet all of the qualifications under the Act and shall submit: (1) the application and documentation required and the applicable fee; (2) a photocopy of a valid military identification card or Official Proof of Service Letter; and (3) a photocopy of permanent change-of-station orders to an assignment in the State. Provides for emergency rulemaking to implement the amendatory Act. Establishes fees. Makes conforming changes to the Illinois Administrative Procedure Act. Effective immediately.",https://legiscan.com/IL/bill/HB1137/2025,104th General Assembly,2025-2026,Charles Meier,,Prefiled with Clerk by Rep. Charles Meier
IL,HB3142,POLICE TRAIN-UNFUNDED MANDATES,"Amends the State Police Act. Provides that notwithstanding any other provision of law, on and after the effective date of the amendatory Act, any State mandate regarding the matter of the training of Illinois State Police Officers that necessitates additional expenditures from the Illinois State Police or any State agency shall be void and unenforceable unless the General Assembly makes necessary appropriations to implement that training mandate. Provides that the failure of the General Assembly to make necessary appropriations shall relieve the Illinois State Police or State agency from the obligation to implement any State mandate. Amends the Illinois Police Training Act. Provides that notwithstanding any other provision of law, on and after the effective date of the amendatory Act, any State mandate regarding the matter of the training of law enforcement officers that necessitates additional expenditures from the Illinois Law Enforcement Training Standards Board, the Illinois State Police, or any State or local law enforcement agency or unit of local government shall be void and unenforceable unless the General Assembly makes necessary appropriations to implement that training mandate. Provides that the failure of the General Assembly to make necessary appropriations shall relieve the law enforcement agency, State agency, or unit of local government of the obligation to implement any State mandate.",https://legiscan.com/IL/bill/HB3142/2025,104th General Assembly,2025-2026,Tom Weber,,Filed with the Clerk by Rep. Tom Weber
IL,HB3641,POLICE-ENFORCEMENT UNIT,"Amends the Illinois Police Training Act. Provides that the Illinois Law Enforcement Training Standards Board shall determine whether an applicant has met the requirements of the Act and is qualified to be employed as a law enforcement officer and issue a certificate to applicants qualified to be employed as a law enforcement officer. Provides that the Board may hire investigators for the purposes of complying with the Act. Provides that the Board's investigators shall be law enforcement officers. Provides that the Board shall not waive the training requirement unless the investigator has had a minimum of 5 years experience as a sworn law enforcement officer in the State. Provides that any complaint filed against the Board's investigators shall be investigated by the Illinois State Police. Provides that the Board shall create, within the Board, a Statewide Enforcement Unit. Provides that the Statewide Enforcement Unit shall be responsible for the investigation of matters concerning automatic and discretionary decertification of full-time and part-time law enforcement officers, and the prosecution of matters under those provisions. Provides that before a law enforcement agency may appoint a law enforcement officer or a person seeking a certification as a law enforcement officer in the State, the chief executive officer, sheriff, appointing authority, or designee must: (1) perform a criminal background check including reviewing criminal history and national decertification indices, and all disciplinary records by any previous law enforcement or correctional employer, including complaints or investigations of misconduct, including the outcome of any investigation regardless of the result, and the reason for separation from employment; (2) check the Officer Professional Conduct Database; (3) verify from the local prosecuting authority in any jurisdiction in which the applicant has served as to whether the applicant is on any impeachment disclosure lists; and (4) inquire into whether the applicant has any past or present affiliations with terrorist organizations. Makes other changes.",https://legiscan.com/IL/bill/HB3641/2025,104th General Assembly,2025-2026,Justin Slaughter,,Filed with the Clerk by Rep. Justin Slaughter
IL,SB2396,POLICE-ENFORCEMENT UNIT,"Amends the Illinois Police Training Act. Provides that the Illinois Law Enforcement Training Standards Board shall determine whether an applicant has met the requirements of the Act and is qualified to be employed as a law enforcement officer and issue a certificate to applicants qualified to be employed as a law enforcement officer. Provides that the Board may hire investigators for the purposes of complying with the Act. Provides that the Board's investigators shall be law enforcement officers. Provides that the Board shall not waive the training requirement unless the investigator has had a minimum of 5 years experience as a sworn law enforcement officer in the State. Provides that any complaint filed against the Board's investigators shall be investigated by the Illinois State Police. Provides that the Board shall create, within the Board, a Statewide Enforcement Unit. Provides that the Statewide Enforcement Unit shall be responsible for the investigation of matters concerning automatic and discretionary decertification of full-time and part-time law enforcement officers, and the prosecution of matters under those provisions. Provides that before a law enforcement agency may appoint a law enforcement officer or a person seeking a certification as a law enforcement officer in the State, the chief executive officer, sheriff, appointing authority, or designee must: (1) perform a criminal background check including reviewing criminal history and national decertification indices, and all disciplinary records by any previous law enforcement or correctional employer, including complaints or investigations of misconduct, including the outcome of any investigation regardless of the result, and the reason for separation from employment; (2) check the Officer Professional Conduct Database; (3) verify from the local prosecuting authority in any jurisdiction in which the applicant has served as to whether the applicant is on any impeachment disclosure lists; and (4) inquire into whether the applicant has any past or present affiliations with terrorist organizations. Makes other changes.",https://legiscan.com/IL/bill/SB2396/2025,104th General Assembly,2025-2026,William Cunningham,,Filed with Secretary by Sen. Bill Cunningham
IL,SB2199,POLICE OFFICER TRAINING WAIVER,"Amends the Illinois Police Training Act. Provides that a law enforcement agency may submit a request for a waiver of training requirements to the Illinois Law Enforcement Training Standards Board for a full-time or a part-time law enforcement officer whose certification has become inactive if the officer has at least 2 years of patrol experience after attaining certification (rather than any officer whose certification has become inactive). Provides that within 10 days (rather than 7 days) of receiving a request for a waiver, the Board shall notify the law enforcement officer and the chief administrator of the law enforcement officer's employing agency, whether the request has been granted, denied, or if the Board will take additional time for information.",https://legiscan.com/IL/bill/SB2199/2025,104th General Assembly,2025-2026,Doris Turner,,Filed with Secretary by Sen. Doris Turner
IL,HB0040,POLICE TRAINING-HATE CRIMES,Amends the Illinois Police Training Act. Provides that the Illinois Law Enforcement Training Standards Board shall conduct or approve training programs in crimes motivated by bias. Includes requirements for the training programs. Requires the training for new law enforcement officers and allows continuing education credits for current law enforcement officers who complete the training.,https://legiscan.com/IL/bill/HB0040/2025,104th General Assembly,2025-2026,Bob Morgan,,Prefiled with Clerk by Rep. Bob Morgan
